timestamp,rain,temperature,snowfall,traffic_volume,borough,rush_hour,heavy_rain,temp_range,any_precipitation
2024-01-06 12:00:00,0.0,27.873499999999996,0.0,7010561,Queens,0,0,freezing,0
2024-01-06 13:00:00,0.0,28.5935,0.0,25,Brooklyn,0,0,freezing,0
2024-01-06 13:00:00,0.0,28.5935,0.0,19,Manhattan,0,0,freezing,0
2024-01-06 13:00:00,0.0,28.593499999999995,0.0,789459,Queens,0,0,freezing,0
2024-01-06 14:00:00,0.0,31.1135,0.0,24,Brooklyn,0,0,freezing,0
2024-01-06 14:00:00,0.0,31.1135,0.0,17,Manhattan,0,0,freezing,0
2024-01-06 14:00:00,0.0,31.1135,0.0,739166,Queens,0,0,freezing,0
2024-01-06 15:00:00,0.0,33.7235,0.0,24,Brooklyn,0,0,cold,0
2024-01-06 15:00:00,0.0,33.7235,0.0,63,Manhattan,0,0,cold,0
2024-01-06 15:00:00,0.0,33.7235,0.0,679871,Queens,0,0,cold,0
2024-01-06 16:00:00,0.0,33.8135,0.0,49,Brooklyn,1,0,cold,0
2024-01-06 16:00:00,0.0,33.8135,0.0,28,Manhattan,1,0,cold,0
2024-01-06 16:00:00,0.0,33.8135,0.0,787070,Queens,1,0,cold,0
2024-01-06 17:00:00,0.0,34.9835,0.0,33,Brooklyn,1,0,cold,0
2024-01-06 17:00:00,0.0,34.9835,0.0,18,Manhattan,1,0,cold,0
2024-01-06 17:00:00,0.0,34.9835,0.0,617167,Queens,1,0,cold,0
2024-01-06 18:00:00,0.0,36.4235,0.0,27,Brooklyn,1,0,cold,0
2024-01-06 18:00:00,0.0,36.4235,0.0,13,Manhattan,1,0,cold,0
2024-01-06 18:00:00,0.0,36.4235,0.0,647565,Queens,1,0,cold,0
2024-01-06 19:00:00,0.0,36.6035,0.0,27,Brooklyn,1,0,cold,0
2024-01-06 19:00:00,0.0,36.6035,0.0,9,Manhattan,1,0,cold,0
2024-01-06 19:00:00,0.0,36.6035,0.0,706981,Queens,1,0,cold,0
2024-01-06 20:00:00,0.0,36.4235,0.0,10,Brooklyn,0,0,cold,0
2024-01-06 20:00:00,0.0,36.4235,0.0,12,Manhattan,0,0,cold,0
2024-01-06 20:00:00,0.0,36.4235,0.0,635662,Queens,0,0,cold,0
2024-01-06 21:00:00,0.0,33.7235,0.13779527,21,Brooklyn,0,0,cold,1
2024-01-06 21:00:00,0.0,33.7235,0.13779527,10,Manhattan,0,0,cold,1
2024-01-06 21:00:00,0.0,33.7235,0.13779527,493757,Queens,0,0,cold,1
2024-01-06 22:00:00,2.3466395e-09,33.1835,0.19291338,16,Brooklyn,0,0,cold,1
2024-01-06 22:00:00,2.3466395e-09,33.1835,0.19291338,6,Manhattan,0,0,cold,1
2024-01-06 22:00:00,2.3466395e-09,33.1835,0.19291338,534437,Queens,0,0,cold,1
2024-01-06 23:00:00,0.015748033,32.9135,0.19291338,18,Brooklyn,0,0,cold,1
2024-01-06 23:00:00,0.015748033,32.9135,0.19291338,11,Manhattan,0,0,cold,1
2024-01-06 23:00:00,0.015748033,32.9135,0.19291338,503638,Queens,0,0,cold,1
2024-01-07 00:00:00,0.015748033,33.0035,0.22047244,10,Brooklyn,0,0,cold,1
2024-01-07 00:00:00,0.015748033,33.0035,0.22047244,9,Manhattan,0,0,cold,1
2024-01-07 00:00:00,0.015748033,33.0035,0.22047244,582738,Queens,0,0,cold,1
2024-01-07 01:00:00,0.027559055,33.3635,0.08267717,13,Brooklyn,0,0,cold,1
2024-01-07 01:00:00,0.027559055,33.3635,0.08267717,4,Manhattan,0,0,cold,1
2024-01-07 01:00:00,0.027559055,33.3635,0.08267717,412443,Queens,0,0,cold,1
2024-01-07 02:00:00,0.03937008,34.1735,0.05511811,4,Brooklyn,0,0,cold,1
2024-01-07 02:00:00,0.03937008,34.1735,0.05511811,5,Manhattan,0,0,cold,1
2024-01-07 02:00:00,0.03937008,34.1735,0.05511811,381725,Queens,0,0,cold,1
2024-01-07 03:00:00,0.027559057,33.8135,0.13779527,6,Brooklyn,0,0,cold,1
2024-01-07 03:00:00,0.027559057,33.8135,0.13779527,1,Manhattan,0,0,cold,1
2024-01-07 03:00:00,0.027559057,33.8135,0.13779527,301728,Queens,0,0,cold,1
2024-01-07 04:00:00,0.027559053,34.4435,0.3031496,4,Brooklyn,0,0,cold,1
2024-01-07 04:00:00,0.027559053,34.4435,0.3031496,4,Manhattan,0,0,cold,1
2024-01-07 04:00:00,0.027559053,34.4435,0.3031496,411224,Queens,0,0,cold,1
2024-01-07 05:00:00,0.03543307,34.7135,0.027559055,3,Brooklyn,0,0,cold,1
2024-01-07 05:00:00,0.03543307,34.7135,0.027559055,10,Manhattan,0,0,cold,1
2024-01-07 05:00:00,0.03543307,34.7135,0.027559055,26713,Queens,0,0,cold,1
2024-01-07 06:00:00,0.035433073,35.7035,0.0,8,Brooklyn,0,0,cold,1
2024-01-07 06:00:00,0.035433073,35.7035,0.0,21,Manhattan,0,0,cold,1
2024-01-07 06:00:00,0.035433073,35.7035,0.0,321024,Queens,0,0,cold,1
2024-01-07 07:00:00,0.015748031,34.9835,0.0,11,Brooklyn,1,0,cold,1
2024-01-07 07:00:00,0.015748031,34.9835,0.0,79,Manhattan,1,0,cold,1
2024-01-07 07:00:00,0.015748031,34.9835,0.0,421933,Queens,1,0,cold,1
2024-01-07 08:00:00,0.0,35.5235,0.0,17,Brooklyn,1,0,cold,0
2024-01-07 08:00:00,0.0,35.5235,0.0,16,Manhattan,1,0,cold,0
2024-01-07 08:00:00,0.0,35.5235,0.0,453135,Queens,1,0,cold,0
2024-01-07 09:00:00,0.0,35.8835,0.0,41,Brooklyn,1,0,cold,0
2024-01-07 09:00:00,0.0,35.8835,0.0,24,Manhattan,1,0,cold,0
2024-01-07 09:00:00,0.0,35.8835,0.0,423073,Queens,1,0,cold,0
2024-01-07 10:00:00,0.0,36.4235,0.0,44,Brooklyn,0,0,cold,0
2024-01-07 10:00:00,0.0,36.4235,0.0,21,Manhattan,0,0,cold,0
2024-01-07 10:00:00,0.0,36.4235,0.0,505676,Queens,0,0,cold,0
2024-01-07 11:00:00,0.0,36.6035,0.0,27,Brooklyn,0,0,cold,0
2024-01-07 11:00:00,0.0,36.6035,0.0,17,Manhattan,0,0,cold,0
2024-01-07 11:00:00,0.0,36.6035,0.0,496785,Queens,0,0,cold,0
2024-01-07 12:00:00,0.0,36.2435,0.0,41,Brooklyn,0,0,cold,0
2024-01-07 12:00:00,0.0,36.2435,0.0,26,Manhattan,0,0,cold,0
2024-01-07 12:00:00,0.0,36.2435,0.0,667891,Queens,0,0,cold,0
2024-01-07 13:00:00,0.0,35.6135,0.027559055,28,Brooklyn,0,0,cold,1
2024-01-07 13:00:00,0.0,35.6135,0.027559055,17,Manhattan,0,0,cold,1
2024-01-07 13:00:00,0.0,35.6135,0.027559055,636982,Queens,0,0,cold,1
2024-01-07 14:00:00,0.023622049,35.4335,0.05511811,28,Brooklyn,0,0,cold,1
2024-01-07 14:00:00,0.023622049,35.4335,0.05511811,25,Manhattan,0,0,cold,1
2024-01-07 14:00:00,0.023622048999999996,35.4335,0.05511811,658696,Queens,0,0,cold,1
2024-01-07 15:00:00,0.0,35.7035,0.22047244,28,Brooklyn,0,0,cold,1
2024-01-07 15:00:00,0.0,35.7035,0.22047244,62,Manhattan,0,0,cold,1
2024-01-07 15:00:00,0.0,35.7035,0.22047244,569276,Queens,0,0,cold,1
2024-01-07 16:00:00,0.003937008,35.4335,0.027559055,64,Brooklyn,1,0,cold,1
2024-01-07 16:00:00,0.003937008,35.4335,0.027559055,39,Manhattan,1,0,cold,1
2024-01-07 16:00:00,0.003937008,35.4335,0.027559055,679565,Queens,1,0,cold,1
2024-01-07 17:00:00,0.03937008,34.4435,0.19291338,36,Brooklyn,1,0,cold,1
2024-01-07 17:00:00,0.03937008,34.4435,0.19291338,22,Manhattan,1,0,cold,1
2024-01-07 17:00:00,0.03937008,34.4435,0.19291338,758164,Queens,1,0,cold,1
2024-01-07 18:00:00,0.0118110245,34.6235,0.027559055,29,Brooklyn,1,0,cold,1
2024-01-07 18:00:00,0.0118110245,34.6235,0.027559055,22,Manhattan,1,0,cold,1
2024-01-07 18:00:00,0.011811024499999998,34.6235,0.027559055,5810267,Queens,1,0,cold,1
2024-01-07 19:00:00,0.0,35.6135,0.0,26,Brooklyn,1,0,cold,0
2024-01-07 19:00:00,0.0,35.6135,0.0,19,Manhattan,1,0,cold,0
2024-01-07 19:00:00,0.0,35.6135,0.0,638668,Queens,1,0,cold,0
2024-01-07 20:00:00,0.0,36.2435,0.0,18,Brooklyn,0,0,cold,0
2024-01-07 20:00:00,0.0,36.2435,0.0,6,Manhattan,0,0,cold,0
2024-01-07 20:00:00,0.0,36.2435,0.0,446965,Queens,0,0,cold,0
2024-01-07 21:00:00,0.0,36.5135,0.0,11,Brooklyn,0,0,cold,0
2024-01-07 21:00:00,0.0,36.5135,0.0,6,Manhattan,0,0,cold,0
2024-01-07 21:00:00,0.0,36.5135,0.0,357159,Queens,0,0,cold,0
2024-01-07 22:00:00,0.0,35.4335,0.0,14,Brooklyn,0,0,cold,0
2024-01-07 22:00:00,0.0,35.4335,0.0,7,Manhattan,0,0,cold,0
2024-01-07 22:00:00,0.0,35.4335,0.0,326959,Queens,0,0,cold,0
2024-01-07 23:00:00,0.0,33.9935,0.0,9,Brooklyn,0,0,cold,0
2024-01-07 23:00:00,0.0,33.9935,0.0,17,Manhattan,0,0,cold,0
2024-01-07 23:00:00,0.0,33.9935,0.0,224649,Queens,0,0,cold,0
2024-01-08 00:00:00,0.0,34.1735,0.0,5,Brooklyn,0,0,cold,0
2024-01-08 00:00:00,0.0,34.1735,0.0,20,Manhattan,0,0,cold,0
2024-01-08 00:00:00,0.0,34.1735,0.0,252330,Queens,0,0,cold,0
2024-01-08 01:00:00,0.0,33.4535,0.0,9,Brooklyn,0,0,cold,0
2024-01-08 01:00:00,0.0,33.4535,0.0,3,Manhattan,0,0,cold,0
2024-01-08 01:00:00,0.0,33.4535,0.0,182923,Queens,0,0,cold,0
2024-01-08 02:00:00,0.0,33.9035,0.0,7,Brooklyn,0,0,cold,0
2024-01-08 02:00:00,0.0,33.9035,0.0,2,Manhattan,0,0,cold,0
2024-01-08 02:00:00,0.0,33.9035,0.0,112124,Queens,0,0,cold,0
2024-01-08 03:00:00,0.0,33.9035,0.0,9,Brooklyn,0,0,cold,0
2024-01-08 03:00:00,0.0,33.9035,0.0,1,Manhattan,0,0,cold,0
2024-01-08 03:00:00,0.0,33.9035,0.0,51218,Queens,0,0,cold,0
2024-01-08 04:00:00,0.0,33.5435,0.0,10,Brooklyn,0,0,cold,0
2024-01-08 04:00:00,0.0,33.5435,0.0,5,Manhattan,0,0,cold,0
2024-01-08 04:00:00,0.0,33.5435,0.0,41332,Queens,0,0,cold,0
2024-01-08 05:00:00,0.0,33.4535,0.0,29,Brooklyn,0,0,cold,0
2024-01-08 05:00:00,0.0,33.4535,0.0,10,Manhattan,0,0,cold,0
2024-01-08 05:00:00,0.0,33.4535,0.0,101631,Queens,0,0,cold,0
2024-01-08 06:00:00,0.0,33.3635,0.0,47,Brooklyn,0,0,cold,0
2024-01-08 06:00:00,0.0,33.3635,0.0,28,Manhattan,0,0,cold,0
2024-01-08 06:00:00,0.0,33.3635,0.0,144546,Queens,0,0,cold,0
2024-01-08 07:00:00,0.0,33.7235,0.0,102,Brooklyn,1,0,cold,0
2024-01-08 07:00:00,0.0,33.7235,0.0,54,Manhattan,1,0,cold,0
2024-01-08 07:00:00,0.0,33.7235,0.0,526875,Queens,1,0,cold,0
2024-01-08 08:00:00,0.0,34.8935,0.0,110,Brooklyn,1,0,cold,0
2024-01-08 08:00:00,0.0,34.8935,0.0,20,Manhattan,1,0,cold,0
2024-01-08 08:00:00,0.0,34.8935,0.0,748559,Queens,1,0,cold,0
2024-01-08 09:00:00,0.0,33.7235,0.0,143,Brooklyn,1,0,cold,0
2024-01-08 09:00:00,0.0,33.7235,0.0,18,Manhattan,1,0,cold,0
2024-01-08 09:00:00,0.0,33.7235,0.0,536453,Queens,1,0,cold,0
2024-01-08 10:00:00,0.0,32.6435,0.0,112,Brooklyn,0,0,cold,0
2024-01-08 10:00:00,0.0,32.6435,0.0,23,Manhattan,0,0,cold,0
2024-01-08 10:00:00,0.0,32.6435,0.0,477764,Queens,0,0,cold,0
2024-01-08 11:00:00,0.0,32.3735,0.0,95,Brooklyn,0,0,cold,0
2024-01-08 11:00:00,0.0,32.3735,0.0,33,Manhattan,0,0,cold,0
2024-01-08 11:00:00,0.0,32.3735,0.0,617677,Queens,0,0,cold,0
2024-01-08 12:00:00,0.0,32.7335,0.0,86,Brooklyn,0,0,cold,0
2024-01-08 12:00:00,0.0,32.7335,0.0,57,Manhattan,0,0,cold,0
2024-01-08 12:00:00,0.0,32.7335,0.0,669559,Queens,0,0,cold,0
2024-01-08 13:00:00,0.0,33.9035,0.0,87,Brooklyn,0,0,cold,0
2024-01-08 13:00:00,0.0,33.9035,0.0,19,Manhattan,0,0,cold,0
2024-01-08 13:00:00,0.0,33.9035,0.0,807353,Queens,0,0,cold,0
2024-01-08 14:00:00,0.0,36.3335,0.0,86,Brooklyn,0,0,cold,0
2024-01-08 14:00:00,0.0,36.3335,0.0,32,Manhattan,0,0,cold,0
2024-01-08 14:00:00,0.0,36.3335,0.0,837661,Queens,0,0,cold,0
2024-01-08 15:00:00,0.0,38.1335,0.0,91,Brooklyn,0,0,cold,0
2024-01-08 15:00:00,0.0,38.1335,0.0,44,Manhattan,0,0,cold,0
2024-01-08 15:00:00,0.0,38.1335,0.0,9111146,Queens,0,0,cold,0
2024-01-08 16:00:00,0.0,40.3835,0.0,104,Brooklyn,1,0,cold,0
2024-01-08 16:00:00,0.0,40.3835,0.0,31,Manhattan,1,0,cold,0
2024-01-08 16:00:00,0.0,40.3835,0.0,1189262,Queens,1,0,cold,0
2024-01-08 17:00:00,0.0,42.2735,0.0,121,Brooklyn,1,0,cold,0
2024-01-08 17:00:00,0.0,42.2735,0.0,15,Manhattan,1,0,cold,0
2024-01-08 17:00:00,0.0,42.2735,0.0,12310965,Queens,1,0,cold,0
2024-01-08 18:00:00,0.0,43.7135,0.0,64,Brooklyn,1,0,cold,0
2024-01-08 18:00:00,0.0,43.7135,0.0,18,Manhattan,1,0,cold,0
2024-01-08 18:00:00,0.0,43.7135,0.0,10811662,Queens,1,0,cold,0
2024-01-08 19:00:00,0.0,44.2535,0.0,31,Brooklyn,1,0,cold,0
2024-01-08 19:00:00,0.0,44.2535,0.0,23,Manhattan,1,0,cold,0
2024-01-08 19:00:00,0.0,44.2535,0.0,8310159,Queens,1,0,cold,0
2024-01-08 20:00:00,0.0,44.433502,0.0,27,Brooklyn,0,0,cold,0
2024-01-08 20:00:00,0.0,44.433502,0.0,12,Manhattan,0,0,cold,0
2024-01-08 20:00:00,0.0,44.433502,0.0,567668,Queens,0,0,cold,0
2024-01-08 21:00:00,0.0,43.5335,0.0,23,Brooklyn,0,0,cold,0
2024-01-08 21:00:00,0.0,43.5335,0.0,9,Manhattan,0,0,cold,0
2024-01-08 21:00:00,0.0,43.5335,0.0,516759,Queens,0,0,cold,0
2024-01-08 22:00:00,0.0,39.3935,0.0,24,Brooklyn,0,0,cold,0
2024-01-08 22:00:00,0.0,39.3935,0.0,5,Manhattan,0,0,cold,0
2024-01-08 22:00:00,0.0,39.3935,0.0,436364,Queens,0,0,cold,0
2024-01-08 23:00:00,0.0,36.9635,0.0,12,Brooklyn,0,0,cold,0
2024-01-08 23:00:00,0.0,36.9635,0.0,7,Manhattan,0,0,cold,0
2024-01-08 23:00:00,0.0,36.9635,0.0,234362,Queens,0,0,cold,0
2024-01-09 00:00:00,0.0,36.0635,0.0,16,Brooklyn,0,0,cold,0
2024-01-09 00:00:00,0.0,36.0635,0.0,10,Manhattan,0,0,cold,0
2024-01-09 00:00:00,0.0,36.0635,0.0,164227,Queens,0,0,cold,0
2024-01-09 01:00:00,0.0,35.6135,0.0,21,Brooklyn,0,0,cold,0
2024-01-09 01:00:00,0.0,35.6135,0.0,3,Manhattan,0,0,cold,0
2024-01-09 01:00:00,0.0,35.6135,0.0,211937,Queens,0,0,cold,0
2024-01-09 02:00:00,0.0,33.3635,0.0,10,Brooklyn,0,0,cold,0
2024-01-09 02:00:00,0.0,33.3635,0.0,3,Manhattan,0,0,cold,0
2024-01-09 02:00:00,0.0,33.3635,0.0,121526,Queens,0,0,cold,0
2024-01-09 03:00:00,0.0,33.0035,0.0,7,Brooklyn,0,0,cold,0
2024-01-09 03:00:00,0.0,33.0035,0.0,1,Manhattan,0,0,cold,0
2024-01-09 03:00:00,0.0,33.0035,0.0,51014,Queens,0,0,cold,0
2024-01-09 04:00:00,0.0,31.8335,0.0,12,Brooklyn,0,0,freezing,0
2024-01-09 04:00:00,0.0,31.8335,0.0,3,Manhattan,0,0,freezing,0
2024-01-09 04:00:00,0.0,31.8335,0.0,71128,Queens,0,0,freezing,0
2024-01-09 05:00:00,0.0,31.1135,0.0,30,Brooklyn,0,0,freezing,0
2024-01-09 05:00:00,0.0,31.1135,0.0,7,Manhattan,0,0,freezing,0
2024-01-09 05:00:00,0.0,31.1135,0.0,111125,Queens,0,0,freezing,0
2024-01-09 06:00:00,0.0,31.2935,0.0,69,Brooklyn,0,0,freezing,0
2024-01-09 06:00:00,0.0,31.2935,0.0,22,Manhattan,0,0,freezing,0
2024-01-09 06:00:00,0.0,31.293500000000005,0.0,246357,Queens,0,0,freezing,0
2024-01-09 07:00:00,0.0,30.1235,0.0,93,Brooklyn,1,0,freezing,0
2024-01-09 07:00:00,0.0,30.1235,0.0,63,Manhattan,1,0,freezing,0
2024-01-09 07:00:00,0.0,30.123499999999996,0.0,469067,Queens,1,0,freezing,0
2024-01-09 08:00:00,0.0,29.7635,0.0,129,Brooklyn,1,0,freezing,0
2024-01-09 08:00:00,0.0,29.7635,0.0,20,Manhattan,1,0,freezing,0
2024-01-09 08:00:00,0.0,29.763500000000004,0.0,839268,Queens,1,0,freezing,0
2024-01-09 09:00:00,0.0,29.5835,0.0,140,Brooklyn,1,0,freezing,0
2024-01-09 09:00:00,0.0,29.5835,0.0,15,Manhattan,1,0,freezing,0
2024-01-09 09:00:00,0.0,29.5835,0.0,568061,Queens,1,0,freezing,0
2024-01-09 10:00:00,0.0,29.6735,0.0,127,Brooklyn,0,0,freezing,0
2024-01-09 10:00:00,0.0,29.6735,0.0,21,Manhattan,0,0,freezing,0
2024-01-09 10:00:00,0.0,29.6735,0.0,618666,Queens,0,0,freezing,0
2024-01-09 11:00:00,0.0,31.5635,0.0,86,Brooklyn,0,0,freezing,0
2024-01-09 11:00:00,0.0,31.5635,0.0,20,Manhattan,0,0,freezing,0
2024-01-09 11:00:00,0.0,31.5635,0.0,649166,Queens,0,0,freezing,0
2024-01-09 12:00:00,0.0,33.1835,0.0,74,Brooklyn,0,0,cold,0
2024-01-09 12:00:00,0.0,33.1835,0.0,24,Manhattan,0,0,cold,0
2024-01-09 12:00:00,0.0,33.1835,0.0,798475,Queens,0,0,cold,0
2024-01-09 13:00:00,0.0,34.8935,0.0,87,Brooklyn,0,0,cold,0
2024-01-09 13:00:00,0.0,34.8935,0.0,17,Manhattan,0,0,cold,0
2024-01-09 13:00:00,0.0,34.8935,0.0,819566,Queens,0,0,cold,0
2024-01-09 14:00:00,0.0,37.413498,0.0,78,Brooklyn,0,0,cold,0
2024-01-09 14:00:00,0.0,37.413498,0.0,27,Manhattan,0,0,cold,0
2024-01-09 14:00:00,0.0,37.413498,0.0,808654,Queens,0,0,cold,0
2024-01-09 15:00:00,0.0,41.8235,0.0,85,Brooklyn,0,0,cold,0
2024-01-09 15:00:00,0.0,41.8235,0.0,68,Manhattan,0,0,cold,0
2024-01-09 15:00:00,0.0,41.8235,0.0,9810744,Queens,0,0,cold,0
2024-01-09 16:00:00,0.0,43.1735,0.0,114,Brooklyn,1,0,cold,0
2024-01-09 16:00:00,0.0,43.1735,0.0,43,Manhattan,1,0,cold,0
2024-01-09 16:00:00,0.0,43.1735,0.0,1069066,Queens,1,0,cold,0
2024-01-09 17:00:00,0.015748031,42.5435,0.0,140,Brooklyn,1,0,cold,1
2024-01-09 17:00:00,0.015748031,42.5435,0.0,27,Manhattan,1,0,cold,1
2024-01-09 17:00:00,0.015748031,42.5435,0.0,1289972,Queens,1,0,cold,1
2024-01-09 18:00:00,0.0,43.803497,0.0,81,Brooklyn,1,0,cold,0
2024-01-09 18:00:00,0.0,43.803497,0.0,20,Manhattan,1,0,cold,0
2024-01-09 18:00:00,0.0,43.803497,0.0,1189866,Queens,1,0,cold,0
2024-01-09 19:00:00,0.023622049,42.8135,0.0,46,Brooklyn,1,0,cold,1
2024-01-09 19:00:00,0.023622049,42.8135,0.0,8,Manhattan,1,0,cold,1
2024-01-09 19:00:00,0.023622048999999996,42.8135,0.0,8211369,Queens,1,0,cold,1
2024-01-09 20:00:00,0.027559057,43.1735,0.0,20,Brooklyn,0,0,cold,1
2024-01-09 20:00:00,0.027559057,43.1735,0.0,10,Manhattan,0,0,cold,1
2024-01-09 20:00:00,0.027559057,43.1735,0.0,528669,Queens,0,0,cold,1
2024-01-09 21:00:00,0.047244098,43.6235,0.0,18,Brooklyn,0,0,cold,1
2024-01-09 21:00:00,0.047244098,43.6235,0.0,5,Manhattan,0,0,cold,1
2024-01-09 21:00:00,0.04724409799999999,43.6235,0.0,516557,Queens,0,0,cold,1
2024-01-09 22:00:00,0.0511811,45.5135,0.0,21,Brooklyn,0,0,cool,1
2024-01-09 22:00:00,0.0511811,45.5135,0.0,6,Manhattan,0,0,cool,1
2024-01-09 22:00:00,0.0511811,45.5135,0.0,536764,Queens,0,0,cool,1
2024-01-09 23:00:00,0.08267716,47.9435,0.0,16,Brooklyn,0,0,cool,1
2024-01-09 23:00:00,0.08267716,47.9435,0.0,8,Manhattan,0,0,cool,1
2024-01-09 23:00:00,0.08267716,47.9435,0.0,265359,Queens,0,0,cool,1
2024-01-10 00:00:00,0.12598425,49.1135,0.0,12,Brooklyn,0,0,cool,1
2024-01-10 00:00:00,0.12598425,49.1135,0.0,5,Manhattan,0,0,cool,1
2024-01-10 00:00:00,0.12598425,49.11350000000001,0.0,92124,Queens,0,0,cool,1
2024-01-10 01:00:00,0.17716536,51.0935,0.0,17,Brooklyn,0,0,cool,1
2024-01-10 01:00:00,0.17716536,51.0935,0.0,3,Manhattan,0,0,cool,1
2024-01-10 01:00:00,0.17716535999999997,51.0935,0.0,102728,Queens,0,0,cool,1
2024-01-10 02:00:00,0.12992127,52.6235,0.0,5,Brooklyn,0,0,cool,1
2024-01-10 02:00:00,0.12992127,52.6235,0.0,6,Manhattan,0,0,cool,1
2024-01-10 02:00:00,0.12992127,52.6235,0.0,81123,Queens,0,0,cool,1
2024-01-10 03:00:00,0.2007874,54.153503,0.0,12,Brooklyn,0,0,cool,1
2024-01-10 03:00:00,0.2007874,54.153503,0.0,0,Manhattan,0,0,cool,1
2024-01-10 03:00:00,0.20078739999999998,54.153503,0.0,8617,Queens,0,0,cool,1
2024-01-10 04:00:00,0.17322834,55.953503,0.0,11,Brooklyn,0,0,cool,1
2024-01-10 04:00:00,0.17322834,55.953503,0.0,3,Manhattan,0,0,cool,1
2024-01-10 04:00:00,0.17322834,55.95350299999999,0.0,13829,Queens,0,0,cool,1
2024-01-10 05:00:00,0.27165356,55.953503,0.0,26,Brooklyn,0,0,cool,1
2024-01-10 05:00:00,0.27165356,55.953503,0.0,7,Manhattan,0,0,cool,1
2024-01-10 05:00:00,0.27165356,55.95350299999999,0.0,151336,Queens,0,0,cool,1
2024-01-10 06:00:00,0.122047246,55.3235,0.0,65,Brooklyn,0,0,cool,1
2024-01-10 06:00:00,0.122047246,55.3235,0.0,20,Manhattan,0,0,cool,1
2024-01-10 06:00:00,0.122047246,55.3235,0.0,333554,Queens,0,0,cool,1
2024-01-10 07:00:00,0.003937008,55.0535,0.0,104,Brooklyn,1,0,cool,1
2024-01-10 07:00:00,0.003937008,55.0535,0.0,57,Manhattan,1,0,cool,1
2024-01-10 07:00:00,0.003937008,55.05350000000001,0.0,605364,Queens,1,0,cool,1
2024-01-10 08:00:00,0.01968504,54.6935,0.0,114,Brooklyn,1,0,cool,1
