timestamp,rain,temperature,snowfall,traffic_volume,road_id,borough,rush_hour,heavy_rain,temp_range,any_precipitation,predicted_traffic_volume
2024-01-06 04:00:00,0.0,29.9435,0.0,9.0,GRAND AVENUE_EB,Queens,0,0,freezing,0,686.9256354976776
2024-01-06 05:00:00,0.0,28.9535,0.0,9.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0,695.8947098684484
2024-01-06 05:00:00,0.0,28.9535,0.0,8.0,9 AVENUE_SB,Manhattan,0,0,freezing,0,695.8947098684484
2024-01-06 05:00:00,0.0,28.9535,0.0,15.0,BROADWAY_NB,Queens,0,0,freezing,0,695.8947098684484
2024-01-06 05:00:00,0.0,28.9535,0.0,29.0,BROADWAY_SB,Queens,0,0,freezing,0,695.8947098684484
2024-01-06 05:00:00,0.0,28.9535,0.0,10.0,GRAND AVENUE_EB,Queens,0,0,freezing,0,695.8947098684484
2024-01-06 06:00:00,0.0,28.2335,0.0,19.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0,702.4176730471908
2024-01-06 06:00:00,0.0,28.2335,0.0,19.0,9 AVENUE_SB,Manhattan,0,0,freezing,0,702.4176730471908
2024-01-06 06:00:00,0.0,28.2335,0.0,23.0,BROADWAY_NB,Queens,0,0,freezing,0,702.4176730471908
2024-01-06 06:00:00,0.0,28.2335,0.0,27.0,BROADWAY_SB,Queens,0,0,freezing,0,702.4176730471908
2024-01-06 06:00:00,0.0,28.2335,0.0,20.0,GRAND AVENUE_EB,Queens,0,0,freezing,0,702.4176730471908
2024-01-06 07:00:00,0.0,26.2535,0.0,15.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,freezing,0,327.98556434669354
2024-01-06 07:00:00,0.0,26.2535,0.0,65.0,9 AVENUE_SB,Manhattan,1,0,freezing,0,327.98556434669354
2024-01-06 07:00:00,0.0,26.2535,0.0,24.0,BROADWAY_NB,Queens,1,0,freezing,0,327.98556434669354
2024-01-06 07:00:00,0.0,26.2535,0.0,54.0,BROADWAY_SB,Queens,1,0,freezing,0,327.98556434669354
2024-01-06 07:00:00,0.0,26.2535,0.0,30.0,GRAND AVENUE_EB,Queens,1,0,freezing,0,327.98556434669354
2024-01-06 08:00:00,0.0,26.8835,0.0,21.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,freezing,0,322.2779715652939
2024-01-06 08:00:00,0.0,26.8835,0.0,14.0,9 AVENUE_SB,Manhattan,1,0,freezing,0,322.2779715652939
2024-01-06 08:00:00,0.0,26.8835,0.0,42.0,BROADWAY_NB,Queens,1,0,freezing,0,322.2779715652939
2024-01-06 08:00:00,0.0,26.8835,0.0,45.0,BROADWAY_SB,Queens,1,0,freezing,0,322.2779715652939
2024-01-06 08:00:00,0.0,26.8835,0.0,43.0,GRAND AVENUE_EB,Queens,1,0,freezing,0,322.2779715652939
2024-01-06 09:00:00,0.0,26.4335,0.0,31.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,freezing,0,326.35482355200793
2024-01-06 09:00:00,0.0,26.4335,0.0,21.0,9 AVENUE_SB,Manhattan,1,0,freezing,0,326.35482355200793
2024-01-06 09:00:00,0.0,26.4335,0.0,63.0,BROADWAY_NB,Queens,1,0,freezing,0,326.35482355200793
2024-01-06 09:00:00,0.0,26.4335,0.0,64.0,BROADWAY_SB,Queens,1,0,freezing,0,326.35482355200793
2024-01-06 09:00:00,0.0,26.4335,0.0,69.0,GRAND AVENUE_EB,Queens,1,0,freezing,0,326.35482355200793
2024-01-06 10:00:00,0.0,27.0635,0.0,30.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0,713.0174882126471
2024-01-06 10:00:00,0.0,27.0635,0.0,12.0,9 AVENUE_SB,Manhattan,0,0,freezing,0,713.0174882126471
2024-01-06 10:00:00,0.0,27.0635,0.0,75.0,BROADWAY_NB,Queens,0,0,freezing,0,713.0174882126471
2024-01-06 10:00:00,0.0,27.0635,0.0,79.0,BROADWAY_SB,Queens,0,0,freezing,0,713.0174882126471
2024-01-06 10:00:00,0.0,27.0635,0.0,75.0,GRAND AVENUE_EB,Queens,0,0,freezing,0,713.0174882126471
2024-01-06 11:00:00,0.0,27.0635,0.0,29.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0,713.0174882126471
2024-01-06 11:00:00,0.0,27.0635,0.0,12.0,9 AVENUE_SB,Manhattan,0,0,freezing,0,713.0174882126471
2024-01-06 11:00:00,0.0,27.0635,0.0,66.0,BROADWAY_NB,Queens,0,0,freezing,0,713.0174882126471
2024-01-06 11:00:00,0.0,27.0635,0.0,72.0,BROADWAY_SB,Queens,0,0,freezing,0,713.0174882126471
2024-01-06 11:00:00,0.0,27.0635,0.0,78.0,GRAND AVENUE_EB,Queens,0,0,freezing,0,713.0174882126471
2024-01-06 12:00:00,0.0,27.8735,0.0,30.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0,705.679154636562
2024-01-06 12:00:00,0.0,27.8735,0.0,19.0,9 AVENUE_SB,Manhattan,0,0,freezing,0,705.679154636562
2024-01-06 12:00:00,0.0,27.8735,0.0,61.0,BROADWAY_NB,Queens,0,0,freezing,0,705.679154636562
2024-01-06 12:00:00,0.0,27.8735,0.0,70.0,BROADWAY_SB,Queens,0,0,freezing,0,705.679154636562
2024-01-06 12:00:00,0.0,27.8735,0.0,105.0,GRAND AVENUE_EB,Queens,0,0,freezing,0,705.679154636562
2024-01-06 13:00:00,0.0,28.5935,0.0,25.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0,699.1561914578197
2024-01-06 13:00:00,0.0,28.5935,0.0,19.0,9 AVENUE_SB,Manhattan,0,0,freezing,0,699.1561914578197
2024-01-06 13:00:00,0.0,28.5935,0.0,59.0,BROADWAY_NB,Queens,0,0,freezing,0,699.1561914578197
2024-01-06 13:00:00,0.0,28.5935,0.0,78.0,BROADWAY_SB,Queens,0,0,freezing,0,699.1561914578197
2024-01-06 13:00:00,0.0,28.5935,0.0,94.0,GRAND AVENUE_EB,Queens,0,0,freezing,0,699.1561914578197
2024-01-06 14:00:00,0.0,31.1135,0.0,24.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0,676.3258203322212
2024-01-06 14:00:00,0.0,31.1135,0.0,17.0,9 AVENUE_SB,Manhattan,0,0,freezing,0,676.3258203322212
2024-01-06 14:00:00,0.0,31.1135,0.0,66.0,BROADWAY_NB,Queens,0,0,freezing,0,676.3258203322212
2024-01-06 14:00:00,0.0,31.1135,0.0,73.0,BROADWAY_SB,Queens,0,0,freezing,0,676.3258203322212
2024-01-06 14:00:00,0.0,31.1135,0.0,91.0,GRAND AVENUE_EB,Queens,0,0,freezing,0,676.3258203322212
2024-01-06 15:00:00,0.0,33.7235,0.0,24.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,0,652.6800788092801
2024-01-06 15:00:00,0.0,33.7235,0.0,63.0,9 AVENUE_SB,Manhattan,0,0,cold,0,652.6800788092801
2024-01-06 15:00:00,0.0,33.7235,0.0,71.0,BROADWAY_NB,Queens,0,0,cold,0,652.6800788092801
2024-01-06 15:00:00,0.0,33.7235,0.0,67.0,BROADWAY_SB,Queens,0,0,cold,0,652.6800788092801
2024-01-06 15:00:00,0.0,33.7235,0.0,98.0,GRAND AVENUE_EB,Queens,0,0,cold,0,652.6800788092801
2024-01-06 16:00:00,0.0,33.8135,0.0,49.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,0,259.4944509698985
2024-01-06 16:00:00,0.0,33.8135,0.0,28.0,9 AVENUE_SB,Manhattan,1,0,cold,0,259.4944509698985
2024-01-06 16:00:00,0.0,33.8135,0.0,70.0,BROADWAY_NB,Queens,1,0,cold,0,259.4944509698985
2024-01-06 16:00:00,0.0,33.8135,0.0,78.0,BROADWAY_SB,Queens,1,0,cold,0,259.4944509698985
2024-01-06 16:00:00,0.0,33.8135,0.0,70.0,GRAND AVENUE_EB,Queens,1,0,cold,0,259.4944509698985
2024-01-06 17:00:00,0.0,34.9835,0.0,33.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,0,248.89463580444203
2024-01-06 17:00:00,0.0,34.9835,0.0,18.0,9 AVENUE_SB,Manhattan,1,0,cold,0,248.89463580444203
2024-01-06 17:00:00,0.0,34.9835,0.0,67.0,BROADWAY_NB,Queens,1,0,cold,0,248.89463580444203
2024-01-06 17:00:00,0.0,34.9835,0.0,61.0,BROADWAY_SB,Queens,1,0,cold,0,248.89463580444203
2024-01-06 17:00:00,0.0,34.9835,0.0,71.0,GRAND AVENUE_EB,Queens,1,0,cold,0,248.89463580444203
2024-01-06 18:00:00,0.0,36.4235,0.0,27.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,0,235.8487094469573
2024-01-06 18:00:00,0.0,36.4235,0.0,13.0,9 AVENUE_SB,Manhattan,1,0,cold,0,235.8487094469573
2024-01-06 18:00:00,0.0,36.4235,0.0,65.0,BROADWAY_NB,Queens,1,0,cold,0,235.8487094469573
2024-01-06 18:00:00,0.0,36.4235,0.0,64.0,BROADWAY_SB,Queens,1,0,cold,0,235.8487094469573
2024-01-06 18:00:00,0.0,36.4235,0.0,75.0,GRAND AVENUE_EB,Queens,1,0,cold,0,235.8487094469573
2024-01-06 19:00:00,0.0,36.6035,0.0,27.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,0,234.21796865227168
2024-01-06 19:00:00,0.0,36.6035,0.0,9.0,9 AVENUE_SB,Manhattan,1,0,cold,0,234.21796865227168
2024-01-06 19:00:00,0.0,36.6035,0.0,81.0,BROADWAY_NB,Queens,1,0,cold,0,234.21796865227168
2024-01-06 19:00:00,0.0,36.6035,0.0,70.0,BROADWAY_SB,Queens,1,0,cold,0,234.21796865227168
2024-01-06 19:00:00,0.0,36.6035,0.0,69.0,GRAND AVENUE_EB,Queens,1,0,cold,0,234.21796865227168
2024-01-06 20:00:00,0.0,36.4235,0.0,10.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,0,628.2189668889961
2024-01-06 20:00:00,0.0,36.4235,0.0,12.0,9 AVENUE_SB,Manhattan,0,0,cold,0,628.2189668889961
2024-01-06 20:00:00,0.0,36.4235,0.0,62.0,BROADWAY_NB,Queens,0,0,cold,0,628.2189668889961
2024-01-06 20:00:00,0.0,36.4235,0.0,63.0,BROADWAY_SB,Queens,0,0,cold,0,628.2189668889961
2024-01-06 20:00:00,0.0,36.4235,0.0,56.0,GRAND AVENUE_EB,Queens,0,0,cold,0,628.2189668889961
2024-01-06 21:00:00,0.0,33.7235,0.13779527,21.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,732.2070565212077
2024-01-06 21:00:00,0.0,33.7235,0.13779527,10.0,9 AVENUE_SB,Manhattan,0,0,cold,1,732.2070565212077
2024-01-06 21:00:00,0.0,33.7235,0.13779527,57.0,BROADWAY_NB,Queens,0,0,cold,1,732.2070565212077
2024-01-06 21:00:00,0.0,33.7235,0.13779527,49.0,BROADWAY_SB,Queens,0,0,cold,1,732.2070565212077
2024-01-06 21:00:00,0.0,33.7235,0.13779527,37.0,GRAND AVENUE_EB,Queens,0,0,cold,1,732.2070565212077
2024-01-06 22:00:00,2.3466395e-09,33.1835,0.19291338,16.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,471.1390736642188
2024-01-06 22:00:00,2.3466395e-09,33.1835,0.19291338,6.0,9 AVENUE_SB,Manhattan,0,0,cold,1,471.1390736642188
2024-01-06 22:00:00,2.3466395e-09,33.1835,0.19291338,37.0,BROADWAY_NB,Queens,0,0,cold,1,471.1390736642188
2024-01-06 22:00:00,2.3466395e-09,33.1835,0.19291338,53.0,BROADWAY_SB,Queens,0,0,cold,1,471.1390736642188
2024-01-06 22:00:00,2.3466395e-09,33.1835,0.19291338,44.0,GRAND AVENUE_EB,Queens,0,0,cold,1,471.1390736642188
2024-01-06 23:00:00,0.015748033,32.9135,0.19291338,18.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,442.4229136328877
2024-01-06 23:00:00,0.015748033,32.9135,0.19291338,11.0,9 AVENUE_SB,Manhattan,0,0,cold,1,442.4229136328877
2024-01-06 23:00:00,0.015748033,32.9135,0.19291338,38.0,BROADWAY_NB,Queens,0,0,cold,1,442.4229136328877
2024-01-06 23:00:00,0.015748033,32.9135,0.19291338,50.0,BROADWAY_SB,Queens,0,0,cold,1,442.4229136328877
2024-01-06 23:00:00,0.015748033,32.9135,0.19291338,36.0,GRAND AVENUE_EB,Queens,0,0,cold,1,442.4229136328877
2024-01-07 00:00:00,0.015748033,33.0035,0.22047244,10.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,308.62741881040256
2024-01-07 00:00:00,0.015748033,33.0035,0.22047244,9.0,9 AVENUE_SB,Manhattan,0,0,cold,1,308.62741881040256
2024-01-07 00:00:00,0.015748033,33.0035,0.22047244,38.0,BROADWAY_NB,Queens,0,0,cold,1,308.62741881040256
2024-01-07 00:00:00,0.015748033,33.0035,0.22047244,58.0,BROADWAY_SB,Queens,0,0,cold,1,308.62741881040256
2024-01-07 00:00:00,0.015748033,33.0035,0.22047244,27.0,GRAND AVENUE_EB,Queens,0,0,cold,1,308.62741881040256
2024-01-07 01:00:00,0.027559055,33.3635,0.08267717,13.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,946.8947131299415
2024-01-07 01:00:00,0.027559055,33.3635,0.08267717,4.0,9 AVENUE_SB,Manhattan,0,0,cold,1,946.8947131299415
2024-01-07 01:00:00,0.027559055,33.3635,0.08267717,43.0,BROADWAY_NB,Queens,0,0,cold,1,946.8947131299415
2024-01-07 01:00:00,0.027559055,33.3635,0.08267717,41.0,BROADWAY_SB,Queens,0,0,cold,1,946.8947131299415
2024-01-07 01:00:00,0.027559055,33.3635,0.08267717,24.0,GRAND AVENUE_EB,Queens,0,0,cold,1,946.8947131299415
2024-01-07 02:00:00,0.03937008,34.1735,0.05511811,4.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,1049.1647965841225
2024-01-07 02:00:00,0.03937008,34.1735,0.05511811,5.0,9 AVENUE_SB,Manhattan,0,0,cold,1,1049.1647965841225
2024-01-07 02:00:00,0.03937008,34.1735,0.05511811,25.0,BROADWAY_NB,Queens,0,0,cold,1,1049.1647965841225
2024-01-07 02:00:00,0.03937008,34.1735,0.05511811,38.0,BROADWAY_SB,Queens,0,0,cold,1,1049.1647965841225
2024-01-07 02:00:00,0.03937008,34.1735,0.05511811,17.0,GRAND AVENUE_EB,Queens,0,0,cold,1,1049.1647965841225
2024-01-07 03:00:00,0.027559057,33.8135,0.13779527,6.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,676.8577048408929
2024-01-07 03:00:00,0.027559057,33.8135,0.13779527,1.0,9 AVENUE_SB,Manhattan,0,0,cold,1,676.8577048408929
2024-01-07 03:00:00,0.027559057,33.8135,0.13779527,28.0,BROADWAY_NB,Queens,0,0,cold,1,676.8577048408929
2024-01-07 03:00:00,0.027559057,33.8135,0.13779527,30.0,BROADWAY_SB,Queens,0,0,cold,1,676.8577048408929
2024-01-07 03:00:00,0.027559057,33.8135,0.13779527,17.0,GRAND AVENUE_EB,Queens,0,0,cold,1,676.8577048408929
2024-01-07 04:00:00,0.027559053,34.4435,0.3031496,4.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,-126.73048181780518
2024-01-07 04:00:00,0.027559053,34.4435,0.3031496,4.0,9 AVENUE_SB,Manhattan,0,0,cold,1,-126.73048181780518
2024-01-07 04:00:00,0.027559053,34.4435,0.3031496,24.0,BROADWAY_NB,Queens,0,0,cold,1,-126.73048181780518
2024-01-07 04:00:00,0.027559053,34.4435,0.3031496,41.0,BROADWAY_SB,Queens,0,0,cold,1,-126.73048181780518
2024-01-07 04:00:00,0.027559053,34.4435,0.3031496,12.0,GRAND AVENUE_EB,Queens,0,0,cold,1,-126.73048181780518
2024-01-07 05:00:00,0.03543307,34.7135,0.027559055,3.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,1185.0432469284508
2024-01-07 05:00:00,0.03543307,34.7135,0.027559055,10.0,9 AVENUE_SB,Manhattan,0,0,cold,1,1185.0432469284508
2024-01-07 05:00:00,0.03543307,34.7135,0.027559055,13.0,BROADWAY_NB,Queens,0,0,cold,1,1185.0432469284508
2024-01-07 05:00:00,0.03543307,34.7135,0.027559055,26.0,BROADWAY_SB,Queens,0,0,cold,1,1185.0432469284508
2024-01-07 05:00:00,0.03543307,34.7135,0.027559055,7.0,GRAND AVENUE_EB,Queens,0,0,cold,1,1185.0432469284508
2024-01-07 06:00:00,0.035433073,35.7035,0.0,8.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,1309.0542669200197
2024-01-07 06:00:00,0.035433073,35.7035,0.0,21.0,9 AVENUE_SB,Manhattan,0,0,cold,1,1309.0542669200197
2024-01-07 06:00:00,0.035433073,35.7035,0.0,24.0,BROADWAY_NB,Queens,0,0,cold,1,1309.0542669200197
2024-01-07 06:00:00,0.035433073,35.7035,0.0,32.0,BROADWAY_SB,Queens,0,0,cold,1,1309.0542669200197
2024-01-07 06:00:00,0.035433073,35.7035,0.0,10.0,GRAND AVENUE_EB,Queens,0,0,cold,1,1309.0542669200197
2024-01-07 07:00:00,0.015748031,34.9835,0.0,11.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,1,962.1598189744517
2024-01-07 07:00:00,0.015748031,34.9835,0.0,79.0,9 AVENUE_SB,Manhattan,1,0,cold,1,962.1598189744517
2024-01-07 07:00:00,0.015748031,34.9835,0.0,33.0,BROADWAY_NB,Queens,1,0,cold,1,962.1598189744517
2024-01-07 07:00:00,0.015748031,34.9835,0.0,42.0,BROADWAY_SB,Queens,1,0,cold,1,962.1598189744517
2024-01-07 07:00:00,0.015748031,34.9835,0.0,19.0,GRAND AVENUE_EB,Queens,1,0,cold,1,962.1598189744517
2024-01-07 08:00:00,0.0,35.5235,0.0,17.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,0,244.0024134203852
2024-01-07 08:00:00,0.0,35.5235,0.0,16.0,9 AVENUE_SB,Manhattan,1,0,cold,0,244.0024134203852
2024-01-07 08:00:00,0.0,35.5235,0.0,35.0,BROADWAY_NB,Queens,1,0,cold,0,244.0024134203852
2024-01-07 08:00:00,0.0,35.5235,0.0,45.0,BROADWAY_SB,Queens,1,0,cold,0,244.0024134203852
2024-01-07 08:00:00,0.0,35.5235,0.0,31.0,GRAND AVENUE_EB,Queens,1,0,cold,0,244.0024134203852
2024-01-07 09:00:00,0.0,35.8835,0.0,41.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,0,240.740931831014
2024-01-07 09:00:00,0.0,35.8835,0.0,24.0,9 AVENUE_SB,Manhattan,1,0,cold,0,240.740931831014
2024-01-07 09:00:00,0.0,35.8835,0.0,73.0,BROADWAY_NB,Queens,1,0,cold,0,240.740931831014
2024-01-07 09:00:00,0.0,35.8835,0.0,42.0,BROADWAY_SB,Queens,1,0,cold,0,240.740931831014
2024-01-07 09:00:00,0.0,35.8835,0.0,30.0,GRAND AVENUE_EB,Queens,1,0,cold,0,240.740931831014
2024-01-07 10:00:00,0.0,36.4235,0.0,44.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,0,628.2189668889961
2024-01-07 10:00:00,0.0,36.4235,0.0,21.0,9 AVENUE_SB,Manhattan,0,0,cold,0,628.2189668889961
2024-01-07 10:00:00,0.0,36.4235,0.0,76.0,BROADWAY_NB,Queens,0,0,cold,0,628.2189668889961
2024-01-07 10:00:00,0.0,36.4235,0.0,50.0,BROADWAY_SB,Queens,0,0,cold,0,628.2189668889961
2024-01-07 10:00:00,0.0,36.4235,0.0,56.0,GRAND AVENUE_EB,Queens,0,0,cold,0,628.2189668889961
2024-01-07 11:00:00,0.0,36.6035,0.0,27.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,0,626.5882260943105
2024-01-07 11:00:00,0.0,36.6035,0.0,17.0,9 AVENUE_SB,Manhattan,0,0,cold,0,626.5882260943105
2024-01-07 11:00:00,0.0,36.6035,0.0,85.0,BROADWAY_NB,Queens,0,0,cold,0,626.5882260943105
2024-01-07 11:00:00,0.0,36.6035,0.0,49.0,BROADWAY_SB,Queens,0,0,cold,0,626.5882260943105
2024-01-07 11:00:00,0.0,36.6035,0.0,67.0,GRAND AVENUE_EB,Queens,0,0,cold,0,626.5882260943105
2024-01-07 12:00:00,0.0,36.2435,0.0,41.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,0,629.8497076836817
2024-01-07 12:00:00,0.0,36.2435,0.0,26.0,9 AVENUE_SB,Manhattan,0,0,cold,0,629.8497076836817
2024-01-07 12:00:00,0.0,36.2435,0.0,91.0,BROADWAY_NB,Queens,0,0,cold,0,629.8497076836817
2024-01-07 12:00:00,0.0,36.2435,0.0,66.0,BROADWAY_SB,Queens,0,0,cold,0,629.8497076836817
2024-01-07 12:00:00,0.0,36.2435,0.0,78.0,GRAND AVENUE_EB,Queens,0,0,cold,0,629.8497076836817
2024-01-07 13:00:00,0.0,35.6135,0.027559055,28.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,1247.0046552456297
2024-01-07 13:00:00,0.0,35.6135,0.027559055,17.0,9 AVENUE_SB,Manhattan,0,0,cold,1,1247.0046552456297
2024-01-07 13:00:00,0.0,35.6135,0.027559055,82.0,BROADWAY_NB,Queens,0,0,cold,1,1247.0046552456297
2024-01-07 13:00:00,0.0,35.6135,0.027559055,63.0,BROADWAY_SB,Queens,0,0,cold,1,1247.0046552456297
2024-01-07 13:00:00,0.0,35.6135,0.027559055,69.0,GRAND AVENUE_EB,Queens,0,0,cold,1,1247.0046552456297
2024-01-07 14:00:00,0.023622049,35.4335,0.05511811,28.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,1068.9118829306146
2024-01-07 14:00:00,0.023622049,35.4335,0.05511811,25.0,9 AVENUE_SB,Manhattan,0,0,cold,1,1068.9118829306146
2024-01-07 14:00:00,0.023622049,35.4335,0.05511811,96.0,BROADWAY_NB,Queens,0,0,cold,1,1068.9118829306146
2024-01-07 14:00:00,0.023622049,35.4335,0.05511811,65.0,BROADWAY_SB,Queens,0,0,cold,1,1068.9118829306146
2024-01-07 14:00:00,0.023622049,35.4335,0.05511811,86.0,GRAND AVENUE_EB,Queens,0,0,cold,1,1068.9118829306146
2024-01-07 15:00:00,0.0,35.7035,0.22047244,28.0,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1,315.32858275701847
2024-01-07 15:00:00,0.0,35.7035,0.22047244,62.0,9 AVENUE_SB,Manhattan,0,0,cold,1,315.32858275701847
2024-01-07 15:00:00,0.0,35.7035,0.22047244,92.0,BROADWAY_NB,Queens,0,0,cold,1,315.32858275701847
2024-01-07 15:00:00,0.0,35.7035,0.22047244,76.0,BROADWAY_SB,Queens,0,0,cold,1,315.32858275701847
2024-01-07 15:00:00,0.0,35.7035,0.22047244,56.0,GRAND AVENUE_EB,Queens,0,0,cold,1,315.32858275701847
2024-01-07 16:00:00,0.003937008,35.4335,0.027559055,64.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,1,848.4745701262525
2024-01-07 16:00:00,0.003937008,35.4335,0.027559055,39.0,9 AVENUE_SB,Manhattan,1,0,cold,1,848.4745701262525
2024-01-07 16:00:00,0.003937008,35.4335,0.027559055,95.0,BROADWAY_NB,Queens,1,0,cold,1,848.4745701262525
2024-01-07 16:00:00,0.003937008,35.4335,0.027559055,65.0,BROADWAY_SB,Queens,1,0,cold,1,848.4745701262525
2024-01-07 16:00:00,0.003937008,35.4335,0.027559055,67.0,GRAND AVENUE_EB,Queens,1,0,cold,1,848.4745701262525
2024-01-07 17:00:00,0.03937008,34.4435,0.19291338,36.0,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,1,-10.55204941731813
2024-01-07 17:00:00,0.03937008,34.4435,0.19291338,22.0,9 AVENUE_SB,Manhattan,1,0,cold,1,-10.55204941731813
2024-01-07 17:00:00,0.03937008,34.4435,0.19291338,81.0,BROADWAY_NB,Queens,1,0,cold,1,-10.55204941731813
2024-01-07 17:00:00,0.03937008,34.4435,0.19291338,64.0,BROADWAY_SB,Queens,1,0,cold,1,-10.55204941731813
2024-01-07 17:00:00,0.03937008,34.4435,0.19291338,75.0,GRAND AVENUE_EB,Queens,1,0,cold,1,-10.55204941731813
