"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2009 / 05","Brooklyn","06","2601.7","586.8","379.1",,,,,,"3"
"2009 / 05","Brooklyn","07","3669.8","525.4","332.3",,,,,,"3"
"2009 / 05","Brooklyn","08","5524.6","215.5","203.6",,,,,,"3"
"2009 / 05","Brooklyn","09","3387.7","245.1","179.3",,,,,,"3"
"2009 / 05","Brooklyn","10","3945.4","554.2","349.8",,,,,,"3"
"2009 / 05","Brooklyn","11","7516.0","708.6","428.5",,,,,,"3"
"2009 / 05","Brooklyn","12","5964.9","649.1","345.8",,,,,,"3"
"2009 / 05","Brooklyn","13","3684.4","305.2","174.1",,,,,,"3"
"2009 / 05","Brooklyn","14","5044.7","447.8","297.5",,,,,,"3"
"2009 / 05","Brooklyn","15","4727.4","659.7","406.2",,,,,,"3"
"2009 / 05","Brooklyn","16","3096.2","164.3","123.0",,,,,,"3"
"2009 / 05","Brooklyn","17","4655.0","328.9","345.5",,,,,,"3"
"2009 / 05","Brooklyn","18","5961.4","658.2","492.3",,,,,,"3"
"2009 / 05","Manhattan","01","1474.9","418.2","202.3",,,,,,"1"
"2009 / 05","Manhattan","02","2820.8","487.0","287.8",,,,,,"1"
"2009 / 05","Manhattan","03","6704.4","420.8","302.7",,,,,,"1"
"2009 / 05","Manhattan","04","3410.4","775.7","341.3",,,,,,"1"
"2009 / 05","Manhattan","05","2127.4","324.0","178.8",,,,,,"1"
"2009 / 05","Manhattan","06","3657.3","1085.1","438.8",,,,,,"1"
"2009 / 05","Manhattan","07","5949.6","1165.0","625.1",,,,,,"1"
"2009 / 05","Manhattan","08","6715.1","1265.7","699.8",,,,,,"1"
"2009 / 05","Manhattan","09","3049.2","325.6","219.6",,,,,,"1"
"2009 / 05","Manhattan","10","6146.1","212.9","182.3",,,,,,"1"
"2009 / 05","Manhattan","11","2509.0","200.3","151.5",,,,,,"1"
"2009 / 05","Manhattan","12","5931.2","448.4","433.2",,,,,,"1"
"2009 / 05","Queens","01","4864.9","608.5","464.2",,,,,,"4"
"2009 / 05","Queens","02","4039.5","560.3","328.1",,,,,,"4"
"2009 / 05","Queens","03","5140.4","428.7","393.0",,,,,,"4"
"2009 / 05","Queens","04","4584.3","368.0","306.5",,,,,,"4"
"2009 / 05","Queens","05","5496.7","729.5","579.3",,,,,,"4"
"2009 / 05","Queens","06","2934.2","454.8","286.5",,,,,,"4"
"2009 / 05","Queens","07","7117.7","976.1","567.3",,,,,,"4"
"2009 / 05","Queens","08","3984.7","524.3","319.4",,,,,,"4"
"2009 / 05","Queens","09","4571.5","452.9","371.1",,,,,,"4"
"2009 / 05","Queens","10","4251.1","454.3","383.4",,,,,,"4"
"2009 / 05","Queens","11","3783.4","598.5","357.6",,,,,,"4"
"2009 / 05","Queens","12","7585.1","516.7","578.2",,,,,,"4"
"2009 / 05","Queens","13","6595.1","642.1","603.3",,,,,,"4"
"2009 / 05","Queens","14","4042.0","338.4","228.6",,,,,,"4"
"2009 / 05","Staten Island","01","6733.6","864.9","531.6",,,,,,"5"
"2009 / 05","Staten Island","02","6377.8","661.7","445.5",,,,,,"5"
"2009 / 05","Staten Island","03","7249.7","981.4","633.6",,,,,,"5"
"2009 / 04","Bronx","01","3060.0","206.2","80.9",,,,,,"2"
"2009 / 04","Bronx","02","7058.0","113.4","122.6",,,,,,"2"
"2009 / 04","Bronx","03","1911.5","91.3","84.9",,,,,,"2"
"2009 / 04","Bronx","04","4543.4","189.2","196.3",,,,,,"2"
"2009 / 04","Bronx","05","3559.4","177.0","245.1",,,,,,"2"
"2009 / 04","Bronx","06","3326.8","166.4","161.5",,,,,,"2"
"2009 / 04","Bronx","07","3959.6","246.6","277.1",,,,,,"2"
"2009 / 04","Bronx","08","2484.5","348.0","273.8",,,,,,"2"
"2009 / 04","Bronx","09","4558.3","225.0","244.0",,,,,,"2"
"2009 / 04","Bronx","10","2751.7","355.8","267.8",,,,,,"2"
"2009 / 04","Bronx","11","3027.1","324.6","275.1",,,,,,"2"
"2009 / 04","Bronx","12","4100.0","398.0","434.7",,,,,,"2"
"2009 / 04","Brooklyn","01","5358.1","491.0","396.4",,,,,,"3"
"2009 / 04","Brooklyn","02","2397.2","436.8","293.2",,,,,,"3"
"2009 / 04","Brooklyn","03","4283.7","245.5","246.2",,,,,,"3"
"2009 / 04","Brooklyn","04","4859.9","310.8","239.8",,,,,,"3"
"2009 / 04","Brooklyn","05","4711.3","264.4","338.6",,,,,,"3"
"2009 / 04","Brooklyn","06","2458.0","588.9","378.5",,,,,,"3"
"2009 / 04","Brooklyn","07","3477.3","491.8","335.5",,,,,,"3"
"2009 / 04","Brooklyn","08","5612.4","237.3","216.9",,,,,,"3"
"2009 / 04","Brooklyn","09","3321.1","254.4","179.0",,,,,,"3"
"2009 / 04","Brooklyn","10","3692.8","573.3","349.5",,,,,,"3"
"2009 / 04","Brooklyn","11","7292.8","720.5","425.8",,,,,,"3"
"2009 / 04","Brooklyn","12","7160.6","809.7","445.6",,,,,,"3"
"2009 / 04","Brooklyn","13","3422.3","311.5","179.1",,,,,,"3"
"2009 / 04","Brooklyn","14","5134.9","507.2","336.1",,,,,,"3"
"2009 / 04","Brooklyn","15","4733.0","709.1","444.8",,,,,,"3"
"2009 / 04","Brooklyn","16","2807.2","159.3","116.0",,,,,,"3"
"2009 / 04","Brooklyn","17","4343.9","336.5","360.0",,,,,,"3"
"2009 / 04","Brooklyn","18","5444.0","676.3","498.2",,,,,,"3"
"2009 / 04","Manhattan","01","1491.9","377.0","197.0",,,,,,"1"
"2009 / 04","Manhattan","02","2665.8","510.5","304.4",,,,,,"1"
"2009 / 04","Manhattan","03","6400.6","415.7","298.4",,,,,,"1"
"2009 / 04","Manhattan","04","3268.7","763.0","323.1",,,,,,"1"
"2009 / 04","Manhattan","05","2051.7","275.0","154.1",,,,,,"1"
"2009 / 04","Manhattan","06","3489.1","1096.6","466.0",,,,,,"1"
"2009 / 04","Manhattan","07","5784.2","1169.9","641.4",,,,,,"1"
"2009 / 04","Manhattan","08","6476.2","1289.5","720.0",,,,,,"1"
"2009 / 04","Manhattan","09","2822.1","268.2","192.9",,,,,,"1"
"2009 / 04","Manhattan","10","6118.6","190.8","154.2",,,,,,"1"
"2009 / 04","Manhattan","11","2389.4","165.9","121.0",,,,,,"1"
"2009 / 04","Manhattan","12","5687.0","449.9","425.8",,,,,,"1"
"2009 / 04","Queens","01","4664.5","597.2","479.8",,,,,,"4"
"2009 / 04","Queens","02","3797.7","546.6","321.5",,,,,,"4"
"2009 / 04","Queens","03","4848.2","383.1","383.4",,,,,,"4"
"2009 / 04","Queens","04","4379.6","340.1","300.1",,,,,,"4"
"2009 / 04","Queens","05","5190.7","771.1","578.2",,,,,,"4"
"2009 / 04","Queens","06","2867.1","443.9","308.7",,,,,,"4"
"2009 / 04","Queens","07","6509.3","913.0","561.5",,,,,,"4"
"2009 / 04","Queens","08","3704.4","516.8","340.6",,,,,,"4"
"2009 / 04","Queens","09","4215.8","445.9","382.9",,,,,,"4"
"2009 / 04","Queens","10","3858.7","443.9","398.7",,,,,,"4"
"2009 / 04","Queens","11","3259.4","598.7","368.8",,,,,,"4"
"2009 / 04","Queens","12","6795.1","507.6","575.6",,,,,,"4"
"2009 / 04","Queens","13","5669.2","640.3","602.4",,,,,,"4"
"2009 / 04","Queens","14","3787.9","333.6","224.4",,,,,,"4"
"2009 / 04","Staten Island","01","6361.4","854.9","518.0",,,,,,"5"
"2009 / 04","Staten Island","02","5727.6","685.7","457.0",,,,,,"5"
"2009 / 04","Staten Island","03","6441.3","958.1","576.4",,,,,,"5"
"2009 / 03","Bronx","01","3361.1","221.0","84.7",,,,,,"2"
"2009 / 03","Bronx","02","7137.8","93.4","86.3",,,,,,"2"
"2009 / 03","Bronx","03","1805.1","64.8","67.4",,,,,,"2"
"2009 / 03","Bronx","04","4666.2","193.4","199.6",,,,,,"2"
"2009 / 03","Bronx","05","3877.3","186.8","231.3",,,,,,"2"
"2009 / 03","Bronx","06","3573.6","148.4","125.0",,,,,,"2"
"2009 / 03","Bronx","07","4006.8","224.8","258.1",,,,,,"2"
"2009 / 03","Bronx","08","2573.4","320.2","250.4",,,,,,"2"
"2009 / 03","Bronx","09","4457.1","207.3","224.2",,,,,,"2"
"2009 / 03","Bronx","10","2422.8","320.5","238.8",,,,,,"2"
"2009 / 03","Bronx","11","2799.2","293.8","251.1",,,,,,"2"
"2009 / 03","Bronx","12","3631.7","345.8","396.0",,,,,,"2"
"2009 / 03","Brooklyn","01","5050.0","420.1","361.4",,,,,,"3"
"2009 / 03","Brooklyn","02","2378.7","417.8","270.1",,,,,,"3"
"2009 / 03","Brooklyn","03","4128.7","222.5","223.3",,,,,,"3"
"2009 / 03","Brooklyn","04","4890.6","279.0","224.9",,,,,,"3"
"2009 / 03","Brooklyn","05","4386.1","251.0","319.1",,,,,,"3"
"2009 / 03","Brooklyn","06","2363.0","555.0","356.9",,,,,,"3"
"2009 / 03","Brooklyn","07","3223.8","426.4","307.8",,,,,,"3"
"2009 / 03","Brooklyn","08","5300.3","246.4","211.2",,,,,,"3"
"2009 / 03","Brooklyn","09","3191.2","223.6","159.9",,,,,,"3"
"2009 / 03","Brooklyn","10","3568.9","550.0","333.0",,,,,,"3"
"2009 / 03","Brooklyn","11","6906.1","680.5","403.0",,,,,,"3"
"2009 / 03","Brooklyn","12","6192.8","717.2","367.0",,,,,,"3"
"2009 / 03","Brooklyn","13","3376.4","299.3","162.7",,,,,,"3"
"2009 / 03","Brooklyn","14","4907.2","512.6","299.3",,,,,,"3"
"2009 / 03","Brooklyn","15","4294.7","660.5","401.9",,,,,,"3"
"2009 / 03","Brooklyn","16","2805.1","143.6","98.2",,,,,,"3"
"2009 / 03","Brooklyn","17","4119.2","313.6","328.7",,,,,,"3"
"2009 / 03","Brooklyn","18","4931.4","621.4","452.7",,,,,,"3"
"2009 / 03","Manhattan","01","1393.5","363.8","186.2",,,,,,"1"
"2009 / 03","Manhattan","02","2614.5","477.7","280.1",,,,,,"1"
"2009 / 03","Manhattan","03","6263.9","354.6","242.5",,,,,,"1"
"2009 / 03","Manhattan","04","3229.3","698.3","292.2",,,,,,"1"
"2009 / 03","Manhattan","05","1900.4","254.5","141.0",,,,,,"1"
"2009 / 03","Manhattan","06","3477.9","999.0","392.8",,,,,,"1"
"2009 / 03","Manhattan","07","5703.1","1149.3","591.0",,,,,,"1"
"2009 / 03","Manhattan","08","6291.9","1223.4","653.7",,,,,,"1"
"2009 / 03","Manhattan","09","2882.3","261.7","172.6",,,,,,"1"
"2009 / 03","Manhattan","10","5915.7","177.2","143.6",,,,,,"1"
"2009 / 03","Manhattan","11","2337.8","164.7","112.7",,,,,,"1"
"2009 / 03","Manhattan","12","5656.5","394.0","367.4",,,,,,"1"
"2009 / 03","Queens","01","4448.1","568.9","455.6",,,,,,"4"
"2009 / 03","Queens","02","3778.7","525.0","312.1",,,,,,"4"
"2009 / 03","Queens","03","4468.6","327.9","349.3",,,,,,"4"
"2009 / 03","Queens","04","4122.0","307.6","270.2",,,,,,"4"
"2009 / 03","Queens","05","4796.8","675.4","533.8",,,,,,"4"
"2009 / 03","Queens","06","2665.9","400.9","277.6",,,,,,"4"
"2009 / 03","Queens","07","5893.7","827.5","511.6",,,,,,"4"
"2009 / 03","Queens","08","3425.0","479.8","311.2",,,,,,"4"
"2009 / 03","Queens","09","3737.2","420.4","371.9",,,,,,"4"
"2009 / 03","Queens","10","3382.0","399.1","367.1",,,,,,"4"
"2009 / 03","Queens","11","2899.6","549.5","342.6",,,,,,"4"
"2009 / 03","Queens","12","6015.4","460.1","521.6",,,,,,"4"
"2009 / 03","Queens","13","4789.6","553.0","532.9",,,,,,"4"
"2009 / 03","Queens","14","3412.5","298.9","195.9",,,,,,"4"
"2009 / 03","Staten Island","01","6457.3","798.8","485.2",,,,,,"5"
"2009 / 03","Staten Island","02","4537.3","625.8","398.2",,,,,,"5"
"2009 / 03","Staten Island","03","5131.5","868.5","512.9",,,,,,"5"
"2009 / 02","Bronx","01","2850.1","196.1","73.7",,,,,,"2"
"2009 / 02","Bronx","02","6357.4","93.1","85.7",,,,,,"2"
"2009 / 02","Bronx","03","1622.3","68.9","67.9",,,,,,"2"
"2009 / 02","Bronx","04","4192.2","160.7","172.2",,,,,,"2"
"2009 / 02","Bronx","05","3408.0","162.1","211.1",,,,,,"2"
"2009 / 02","Bronx","06","3092.1","134.3","119.8",,,,,,"2"
"2009 / 02","Bronx","07","3622.2","202.4","237.4",,,,,,"2"
"2009 / 02","Bronx","08","2284.3","304.0","240.4",,,,,,"2"
"2009 / 02","Bronx","09","3942.1","190.7","210.7",,,,,,"2"
"2009 / 02","Bronx","10","2136.3","308.0","233.5",,,,,,"2"
"2009 / 02","Bronx","11","2468.4","274.2","231.4",,,,,,"2"
"2009 / 02","Bronx","12","3223.0","319.2","363.2",,,,,,"2"
"2009 / 02","Brooklyn","01","4284.9","418.2","328.3",,,,,,"3"
"2009 / 02","Brooklyn","02","2075.8","408.6","260.9",,,,,,"3"
"2009 / 02","Brooklyn","03","3648.5","218.4","209.8",,,,,,"3"
"2009 / 02","Brooklyn","04","4135.4","264.2","207.1",,,,,,"3"
"2009 / 02","Brooklyn","05","3839.9","233.5","289.6",,,,,,"3"
"2009 / 02","Brooklyn","06","2043.7","553.0","343.5",,,,,,"3"
"2009 / 02","Brooklyn","07","2863.5","405.2","291.4",,,,,,"3"
"2009 / 02","Brooklyn","08","4650.3","224.8","187.8",,,,,,"3"
"2009 / 02","Brooklyn","09","2889.2","211.8","152.4",,,,,,"3"
"2009 / 02","Brooklyn","10","3091.5","518.3","304.9",,,,,,"3"
"2009 / 02","Brooklyn","11","6089.6","623.4","372.1",,,,,,"3"
"2009 / 02","Brooklyn","12","4977.3","606.3","299.4",,,,,,"3"
"2009 / 02","Brooklyn","13","2885.5","273.4","142.5",,,,,,"3"
"2009 / 02","Brooklyn","14","4121.7","447.7","258.4",,,,,,"3"
"2009 / 02","Brooklyn","15","3703.8","589.6","350.6",,,,,,"3"
"2009 / 02","Brooklyn","16","2471.4","137.7","99.0",,,,,,"3"
"2009 / 02","Brooklyn","17","3617.6","290.9","298.5",,,,,,"3"
"2009 / 02","Brooklyn","18","4189.3","582.0","410.3",,,,,,"3"
"2009 / 02","Manhattan","01","1341.5","348.0","177.1",,,,,,"1"
"2009 / 02","Manhattan","02","2325.4","445.2","279.9",,,,,,"1"
"2009 / 02","Manhattan","03","5603.3","342.2","239.3",,,,,,"1"
"2009 / 02","Manhattan","04","2923.3","650.8","292.8",,,,,,"1"
"2009 / 02","Manhattan","05","1693.3","261.8","149.0",,,,,,"1"
"2009 / 02","Manhattan","06","3185.3","962.1","405.9",,,,,,"1"
"2009 / 02","Manhattan","07","5093.2","1059.6","577.8",,,,,,"1"
"2009 / 02","Manhattan","08","5826.5","1188.1","649.2",,,,,,"1"
"2009 / 02","Manhattan","09","2573.8","241.9","175.6",,,,,,"1"
"2009 / 02","Manhattan","10","5526.3","164.4","134.1",,,,,,"1"
"2009 / 02","Manhattan","11","2091.8","150.6","116.5",,,,,,"1"
"2009 / 02","Manhattan","12","5044.8","364.4","358.1",,,,,,"1"
"2009 / 02","Queens","01","3974.3","524.0","417.4",,,,,,"4"
"2009 / 02","Queens","02","3279.5","475.5","289.2",,,,,,"4"
"2009 / 02","Queens","03","3960.4","325.6","334.2",,,,,,"4"
"2009 / 02","Queens","04","3682.4","292.6","258.6",,,,,,"4"
"2009 / 02","Queens","05","4173.4","653.0","490.0",,,,,,"4"
"2009 / 02","Queens","06","2330.0","374.6","255.2",,,,,,"4"
"2009 / 02","Queens","07","5074.7","776.6","474.5",,,,,,"4"
"2009 / 02","Queens","08","2802.4","424.8","276.4",,,,,,"4"
"2009 / 02","Queens","09","3271.9","380.6","325.4",,,,,,"4"
"2009 / 02","Queens","10","2791.2","359.9","319.9",,,,,,"4"
"2009 / 02","Queens","11","2356.7","496.9","301.0",,,,,,"4"
"2009 / 02","Queens","12","4981.9","423.5","473.5",,,,,,"4"
"2009 / 02","Queens","13","3888.8","512.9","482.4",,,,,,"4"
"2009 / 02","Queens","14","2909.3","265.0","172.0",,,,,,"4"
"2009 / 02","Staten Island","01","5342.5","753.1","437.2",,,,,,"5"
"2009 / 02","Staten Island","02","3934.1","578.1","358.7",,,,,,"5"
"2009 / 02","Staten Island","03","4278.8","820.2","504.4",,,,,,"5"
"2009 / 01","Bronx","01","3261.7","213.4","86.7",,,,"3.4",,"2"
"2009 / 01","Bronx","02","7030.3","108.5","115.0",,,,"9.0",,"2"
"2009 / 01","Bronx","03","1758.4","67.9","71.3",,,,"4.2",,"2"
"2009 / 01","Bronx","04","4650.9","192.0","202.9",,,,"12.4",,"2"
"2009 / 01","Bronx","05","3801.5","181.3","253.3",,,,"7.6",,"2"
"2009 / 01","Bronx","06","3459.8","159.5","146.5",,,,"9.2",,"2"
"2009 / 01","Bronx","07","3914.0","241.1","296.0",,,,"11.7",,"2"
"2009 / 01","Bronx","08","2584.7","406.0","303.9",,,,"7.2",,"2"
"2009 / 01","Bronx","09","4475.0","236.9","262.8",,,,"9.8",,"2"
"2009 / 01","Bronx","10","2468.8","400.7","301.6",,,,"16.8",,"2"
"2009 / 01","Bronx","11","2804.7","347.3","293.8",,,,"12.9",,"2"
"2009 / 01","Bronx","12","3606.0","386.9","449.6",,,,"8.1",,"2"
"2009 / 01","Brooklyn","01","4704.6","507.2","428.6",,,,"17.2",,"3"
"2009 / 01","Brooklyn","02","2282.3","479.6","320.2",,,,"35.7",,"3"
"2009 / 01","Brooklyn","03","3920.0","259.7","256.7",,,,"6.3",,"3"
"2009 / 01","Brooklyn","04","4611.8","315.9","256.7",,,,"5.8",,"3"
"2009 / 01","Brooklyn","05","4137.4","263.4","352.3",,,,"5.9",,"3"
"2009 / 01","Brooklyn","06","2393.5","709.1","444.9",,,,"38.1",,"3"
"2009 / 01","Brooklyn","07","3207.5","766.9","366.0",,,,"16.2",,"3"
"2009 / 01","Brooklyn","08","5210.0","249.7","224.3",,,,"10.1",,"3"
"2009 / 01","Brooklyn","09","3073.7","264.6","193.3",,,,"6.7",,"3"
"2009 / 01","Brooklyn","10","3582.7","678.7","397.8",,,,"41.7",,"3"
"2009 / 01","Brooklyn","11","6996.5","851.2","478.2",,,,"13.9",,"3"
"2009 / 01","Brooklyn","12","5480.3","748.4","383.2",,,,"2.9",,"3"
"2009 / 01","Brooklyn","13","3197.0","340.1","180.6",,,,"3.9",,"3"
"2009 / 01","Brooklyn","14","4526.9","506.0","311.7",,,,"4.0",,"3"
"2009 / 01","Brooklyn","15","4093.4","798.9","440.0",,,,"4.7",,"3"
"2009 / 01","Brooklyn","16","2628.3","165.1","121.9",,,,"2.9",,"3"
"2009 / 01","Brooklyn","17","3913.5","352.9","372.9",,,,"3.0",,"3"
"2009 / 01","Brooklyn","18","4687.3","718.8","537.3",,,,"12.4",,"3"
"2009 / 01","Manhattan","01","1448.2","453.6","241.7",,,,"10.0",,"1"
"2009 / 01","Manhattan","02","2678.7","596.1","340.4",,,,"27.3",,"1"
"2009 / 01","Manhattan","03","6220.9","471.4","305.3",,,,"20.7",,"1"
"2009 / 01","Manhattan","04","3295.7","843.8","384.0",,,,"10.8",,"1"
"2009 / 01","Manhattan","05","1854.5","351.5","205.7",,,,"16.8",,"1"
"2009 / 01","Manhattan","06","3631.7","1302.1","530.5",,,,"37.0",,"1"
"2009 / 01","Manhattan","07","5867.6","1453.2","755.8",,,,"72.0",,"1"
"2009 / 01","Manhattan","08","6604.6","1562.5","818.5",,,,"101.0",,"1"
"2009 / 01","Manhattan","09","2781.5","315.1","211.8",,,,"12.3",,"1"
"2009 / 01","Manhattan","10","5942.1","229.7","184.1",,,,"10.8",,"1"
"2009 / 01","Manhattan","11","2412.0","208.4","152.8",,,,"7.5",,"1"
"2009 / 01","Manhattan","12","5563.6","543.8","500.2",,,,"32.0",,"1"
"2009 / 01","Queens","01","4330.1","662.5","513.4",,,,"19.5",,"4"
"2009 / 01","Queens","02","3724.4","586.0","349.9",,,,"11.4",,"4"
"2009 / 01","Queens","03","4381.9","438.1","436.0",,,,"13.2",,"4"
"2009 / 01","Queens","04","4188.5","397.4","347.4",,,,"9.9",,"4"
"2009 / 01","Queens","05","4644.6","859.9","635.4",,,,"40.0",,"4"
"2009 / 01","Queens","06","2629.7","504.7","336.1",,,,"13.6",,"4"
"2009 / 01","Queens","07","5725.2","1014.5","609.3",,,,"52.0",,"4"
"2009 / 01","Queens","08","3108.7","537.9","340.3",,,,"14.4",,"4"
"2009 / 01","Queens","09","3553.4","461.1","403.5",,,,"13.5",,"4"
"2009 / 01","Queens","10","3133.6","444.1","397.5",,,,"35.4",,"4"
"2009 / 01","Queens","11","2648.2","625.0","374.6",,,,"42.0",,"4"
"2009 / 01","Queens","12","5356.8","511.1","590.2",,,,"18.9",,"4"
"2009 / 01","Queens","13","4289.0","628.8","593.7",,,,"40.7",,"4"
"2009 / 01","Queens","14","3245.1","354.9","234.9",,,,"24.0",,"4"
"2009 / 01","Staten Island","01","5702.3","934.7","573.8",,,,"50.8",,"5"
"2009 / 01","Staten Island","02","4245.0","748.1","463.8",,,,"44.2",,"5"
"2009 / 01","Staten Island","03","4873.5","1097.0","643.0",,,,"70.5",,"5"
"2008 / 12","Bronx","01","3762.0","251.2","84.2",,,,,,"2"
"2008 / 12","Bronx","02","8025.9","90.7","81.2",,,"9.0",,,"2"
"2008 / 12","Bronx","03","2079.8","86.6","78.4",,,,,,"2"
"2008 / 12","Bronx","04","5341.5","220.5","221.2",,,,,,"2"
"2008 / 12","Bronx","05","4273.1","219.7","257.9",,,,,,"2"
"2008 / 12","Bronx","06","4009.4","178.6","141.3",,,,,,"2"
"2008 / 12","Bronx","07","4407.3","283.9","297.5",,,,,,"2"
"2008 / 12","Bronx","08","2880.6","420.1","289.2",,,,,,"2"
"2008 / 12","Bronx","09","5227.8","246.3","243.3",,,,,,"2"
"2008 / 12","Bronx","10","2876.5","474.7","286.5",,,,,,"2"
"2008 / 12","Bronx","11","3266.0","397.8","284.8",,,,,,"2"
"2008 / 12","Bronx","12","4299.1","461.1","444.8",,,,,,"2"
"2008 / 12","Brooklyn","01","5048.9","521.4","386.7",,,,,,"3"
"2008 / 12","Brooklyn","02","2504.3","538.1","300.3",,,,,,"3"
"2008 / 12","Brooklyn","03","4392.7","285.9","246.4",,,,,,"3"
"2008 / 12","Brooklyn","04","5091.4","351.4","251.2",,,,,,"3"
"2008 / 12","Brooklyn","05","4861.7","326.0","374.3",,,,,,"3"
"2008 / 12","Brooklyn","06","2606.8","768.8","408.7",,,,,,"3"
"2008 / 12","Brooklyn","07","3473.0","986.7","368.3",,,,,,"3"
"2008 / 12","Brooklyn","08","5749.2","310.3","243.5",,,,,,"3"
"2008 / 12","Brooklyn","09","3640.7","286.0","182.0",,,,,,"3"
"2008 / 12","Brooklyn","10","3909.2","759.4","398.0",,,,,,"3"
"2008 / 12","Brooklyn","11","7704.2","921.0","461.1",,,,,,"3"
"2008 / 12","Brooklyn","12","6037.6","791.7","369.6",,,,,,"3"
"2008 / 12","Brooklyn","13","3593.4","371.4","175.1",,,,,,"3"
"2008 / 12","Brooklyn","14","5242.2","601.5","332.6",,,,,,"3"
"2008 / 12","Brooklyn","15","4593.8","861.7","434.0",,,,,,"3"
"2008 / 12","Brooklyn","16","2979.6","183.8","115.8",,,,,,"3"
"2008 / 12","Brooklyn","17","4837.3","429.1","395.5",,,,,,"3"
"2008 / 12","Brooklyn","18","5569.2","838.8","534.5",,,,,,"3"
"2008 / 12","Manhattan","01","1473.0","423.8","190.0",,,,,,"1"
"2008 / 12","Manhattan","02","2897.0","625.2","317.4",,,,,,"1"
"2008 / 12","Manhattan","03","6757.8","430.7","263.4",,,,,,"1"
"2008 / 12","Manhattan","04","3574.9","903.3","321.6",,,,,,"1"
"2008 / 12","Manhattan","05","2143.8","324.4","162.8",,,,,,"1"
"2008 / 12","Manhattan","06","3822.1","1323.1","462.1",,,,,,"1"
"2008 / 12","Manhattan","07","6297.4","1519.8","686.0",,,,,,"1"
"2008 / 12","Manhattan","08","7092.6","1810.5","748.1",,,,,,"1"
"2008 / 12","Manhattan","09","3134.8","298.5","186.0",,,,,,"1"
"2008 / 12","Manhattan","10","6597.4","196.2","147.4",,,,,,"1"
"2008 / 12","Manhattan","11","2603.6","191.7","128.4",,,,,,"1"
"2008 / 12","Manhattan","12","6174.2","453.0","408.3",,,,,,"1"
"2008 / 12","Queens","01","4805.7","753.0","514.5",,,,,,"4"
"2008 / 12","Queens","02","4110.3","654.1","329.0",,,,,,"4"
"2008 / 12","Queens","03","5051.3","451.2","400.7",,,,,,"4"
"2008 / 12","Queens","04","4588.2","414.5","305.7",,,,,,"4"
"2008 / 12","Queens","05","5283.6","941.0","614.2",,,,,,"4"
"2008 / 12","Queens","06","2951.0","544.5","309.4",,,,,,"4"
"2008 / 12","Queens","07","6589.9","1115.0","605.3",,,,,,"4"
"2008 / 12","Queens","08","3718.8","622.3","341.8",,,,,,"4"
"2008 / 12","Queens","09","4175.9","573.8","419.9",,,,,,"4"
"2008 / 12","Queens","10","3752.8","570.0","428.4",,,,,,"4"
"2008 / 12","Queens","11","3312.1","760.4","393.9",,,,,,"4"
"2008 / 12","Queens","12","6662.6","604.5","599.7",,,,,,"4"
"2008 / 12","Queens","13","5445.0","756.4","630.9",,,,,,"4"
"2008 / 12","Queens","14","3693.5","396.4","223.3",,,,,,"4"
"2008 / 12","Staten Island","01","6966.3","1125.3","574.5",,,,,,"5"
"2008 / 12","Staten Island","02","5482.1","898.9","473.3",,,,,,"5"
"2008 / 12","Staten Island","03","6060.2","1320.3","642.0",,,,,,"5"
"2008 / 11","Bronx","01","3268.8","210.6","68.5",,,,,,"2"
"2008 / 11","Bronx","02","7054.0","75.3","72.9",,,"6.0",,,"2"
"2008 / 11","Bronx","03","1895.2","80.2","71.7",,,,,,"2"
"2008 / 11","Bronx","04","4629.6","175.9","182.0",,,,,,"2"
"2008 / 11","Bronx","05","3699.0","169.1","236.5",,,,,,"2"
"2008 / 11","Bronx","06","3438.1","131.9","107.6",,,,,,"2"
"2008 / 11","Bronx","07","4001.7","230.7","256.1",,,,,,"2"
"2008 / 11","Bronx","08","2648.0","333.6","233.7",,,,,,"2"
"2008 / 11","Bronx","09","4593.0","199.7","212.4",,,,,,"2"
"2008 / 11","Bronx","10","2783.8","374.0","249.4",,,,,,"2"
"2008 / 11","Bronx","11","3173.5","335.2","240.5",,,,,,"2"
"2008 / 11","Bronx","12","3791.4","363.5","368.0",,,,,,"2"
"2008 / 11","Brooklyn","01","4663.6","417.8","318.3",,,,,,"3"
"2008 / 11","Brooklyn","02","2402.6","471.8","272.9",,,,,,"3"
"2008 / 11","Brooklyn","03","3977.8","227.8","219.8",,,,,,"3"
"2008 / 11","Brooklyn","04","4654.1","286.4","216.0",,,,,,"3"
"2008 / 11","Brooklyn","05","4261.5","235.5","304.9",,,,,,"3"
"2008 / 11","Brooklyn","06","2499.7","643.6","350.1",,,,,,"3"
"2008 / 11","Brooklyn","07","3281.1","655.5","311.9",,,,,,"3"
"2008 / 11","Brooklyn","08","4996.4","243.5","191.2",,,,,,"3"
"2008 / 11","Brooklyn","09","3189.0","226.6","155.6",,,,,,"3"
"2008 / 11","Brooklyn","10","3671.2","584.1","321.9",,,,,,"3"
"2008 / 11","Brooklyn","11","6897.3","715.1","378.6",,,,,,"3"
"2008 / 11","Brooklyn","12","5689.1","647.1","314.8",,,,,,"3"
